home_team,away_team,home_score,away_score,both_teams_scored
Brentford,Aston Oroszlán,2,0,False
Chelsea,Vörös Ördögök,2,0,False
Nottingham,Tottenham,0,0,False
Liverpool,West Ham,1,0,False
Fulham,Brentford,0,0,False
Manchester Kék,Nottingham,0,1,False
Crystal Palace,Chelsea,0,1,False
West Ham,Newcastle,1,1,True
Everton,Wolverhampton,1,0,False
Tottenham,Brighton,1,1,True
Vörös Ördögök,Liverpool,0,0,False
Aston Oroszlán,London Ágyúk,0,1,False
Brentford,Tottenham,0,0,False
Newcastle,Vörös Ördögök,0,1,False
Chelsea,Aston Oroszlán,0,0,False
Nottingham,Everton,1,1,True
Wolverhampton,West Ham,1,0,False
London Ágyúk,Fulham,1,0,False
Liverpool,Crystal Palace,3,0,False
Brighton,Manchester Kék,0,0,False
Aston Oroszlán,Liverpool,0,0,False
Nottingham,Wolverhampton,0,0,False
Fulham,Chelsea,2,0,False
Manchester Kék,Brentford,2,0,False
Tottenham,London Ágyúk,0,2,False
Crystal Palace,Newcastle,1,1,True
Vörös Ördögök,West Ham,1,0,False
Everton,Brighton,0,0,False
Liverpool,Fulham,1,0,False
Brighton,Nottingham,1,0,False
West Ham,Crystal Palace,1,1,True
Newcastle,Aston Oroszlán,0,0,False
Wolverhampton,Vörös Ördögök,1,0,False
Brentford,Everton,0,0,False
Chelsea,Tottenham,2,0,False
London Ágyúk,Manchester Kék,1,2,True
Manchester Kék,Chelsea,0,1,False
Aston Oroszlán,West Ham,1,1,True
Brighton,Wolverhampton,2,0,False
Tottenham,Liverpool,0,0,False
Fulham,Newcastle,0,0,False
Crystal Palace,Vörös Ördögök,0,1,False
Everton,London Ágyúk,1,1,True
Nottingham,Brentford,0,0,False
Chelsea,Everton,1,2,True
London Ágyúk,Nottingham,3,0,False
Newcastle,Tottenham,0,1,False
Brentford,Brighton,0,0,False
Wolverhampton,Crystal Palace,0,0,False
Vörös Ördögök,Aston Oroszlán,2,0,False
Liverpool,Manchester Kék,2,2,True
West Ham,Fulham,0,1,False
Tottenham,West Ham,0,0,False
Brighton,London Ágyúk,0,1,False
Manchester Kék,Newcastle,1,1,True
Fulham,Vörös Ördögök,1,0,False
Aston Oroszlán,Crystal Palace,1,0,False
Nottingham,Chelsea,0,0,False
Everton,Liverpool,1,1,True
Brentford,Wolverhampton,1,1,True
Liverpool,Nottingham,1,0,False
Newcastle,Everton,0,0,False
Crystal Palace,Fulham,0,1,False
West Ham,Manchester Kék,0,1,False
London Ágyúk,Brentford,1,0,False
Chelsea,Brighton,3,0,False
Vörös Ördögök,Tottenham,0,2,False
Wolverhampton,Aston Oroszlán,0,0,False
Manchester Kék,Vörös Ördögök,0,2,False
Nottingham,Newcastle,0,0,False
Fulham,Aston Oroszlán,0,0,False
Everton,West Ham,0,0,False
Brighton,Liverpool,0,0,False
London Ágyúk,Wolverhampton,0,2,False
Tottenham,Crystal Palace,1,0,False
Brentford,Chelsea,1,0,False
Newcastle,Brighton,0,0,False
Chelsea,London Ágyúk,1,0,False
West Ham,Nottingham,1,0,False
Liverpool,Brentford,0,0,False
Vörös Ördögök,Everton,0,0,False
Wolverhampton,Fulham,1,0,False
Crystal Palace,Manchester Kék,0,1,False
Aston Oroszlán,Tottenham,1,0,False
Everton,Crystal Palace,1,0,False
Manchester Kék,Aston Oroszlán,1,0,False
Chelsea,Wolverhampton,2,1,True
Nottingham,Vörös Ördögök,1,0,False
Tottenham,Fulham,2,0,False
Brentford,Newcastle,0,1,False
London Ágyúk,Liverpool,1,0,False
Brighton,West Ham,0,1,False
West Ham,Brentford,1,1,True
Crystal Palace,Nottingham,1,1,True
Newcastle,London Ágyúk,1,1,True
Aston Oroszlán,Everton,1,1,True
Liverpool,Chelsea,0,1,False
Fulham,Manchester Kék,0,1,False
Wolverhampton,Tottenham,0,1,False
Vörös Ördögök,Brighton,2,1,True
Nottingham,Aston Oroszlán,3,0,False
Brentford,Vörös Ördögök,1,0,False
Chelsea,Newcastle,2,1,True
Manchester Kék,Tottenham,1,1,True
London Ágyúk,West Ham,0,0,False
Brighton,Crystal Palace,0,0,False
Liverpool,Wolverhampton,1,0,False
Everton,Fulham,1,0,False
Vörös Ördögök,London Ágyúk,0,0,False
Tottenham,Everton,1,0,False
Wolverhampton,Manchester Kék,1,2,True
Newcastle,Liverpool,1,1,True
Fulham,Nottingham,2,0,False
Crystal Palace,Brentford,0,0,False
Aston Oroszlán,Brighton,1,1,True
West Ham,Chelsea,1,0,False
Crystal Palace,London Ágyúk,1,0,False
Newcastle,Wolverhampton,1,2,True
Manchester Kék,Everton,0,0,False
Fulham,Brighton,0,2,False
Aston Oroszlán,Brentford,0,0,False
Vörös Ördögök,Chelsea,1,0,False
Tottenham,Nottingham,1,0,False
West Ham,Liverpool,0,2,False
Brentford,Fulham,0,0,False
Nottingham,Manchester Kék,0,1,False
Chelsea,Crystal Palace,0,0,False
Newcastle,West Ham,2,0,False
Wolverhampton,Everton,0,0,False
Brighton,Tottenham,0,0,False
Liverpool,Vörös Ördögök,1,0,False
London Ágyúk,Aston Oroszlán,1,0,False
Tottenham,Brentford,0,0,False
Vörös Ördögök,Newcastle,1,2,True
Aston Oroszlán,Chelsea,0,2,False
Everton,Nottingham,2,1,True
West Ham,Wolverhampton,3,0,False
Fulham,London Ágyúk,1,0,False
Crystal Palace,Liverpool,0,0,False
Manchester Kék,Brighton,2,0,False
Liverpool,Aston Oroszlán,1,0,False
Wolverhampton,Nottingham,0,0,False
Chelsea,Fulham,2,0,False
Brentford,Manchester Kék,0,0,False
London Ágyúk,Tottenham,0,1,False
Newcastle,Crystal Palace,1,0,False
West Ham,Vörös Ördögök,1,1,True
Brighton,Everton,1,0,False
Fulham,Liverpool,0,1,False
Nottingham,Brighton,2,1,True
Crystal Palace,West Ham,1,0,False
Aston Oroszlán,Newcastle,0,1,False
Vörös Ördögök,Wolverhampton,0,0,False
Everton,Brentford,1,1,True
Tottenham,Chelsea,0,1,False
Manchester Kék,London Ágyúk,1,0,False
Chelsea,Manchester Kék,0,1,False
West Ham,Aston Oroszlán,0,0,False
Wolverhampton,Brighton,1,0,False
Liverpool,Tottenham,1,0,False
Newcastle,Fulham,2,0,False
Vörös Ördögök,Crystal Palace,2,1,True
London Ágyúk,Everton,1,0,False
Brentford,Nottingham,0,0,False
Everton,Chelsea,1,1,True
Nottingham,London Ágyúk,1,1,True
Tottenham,Newcastle,0,1,False
Brighton,Brentford,0,1,False
Crystal Palace,Wolverhampton,0,1,False
Aston Oroszlán,Vörös Ördögök,1,0,False
Manchester Kék,Liverpool,2,0,False
Fulham,West Ham,0,0,False
West Ham,Tottenham,1,0,False
London Ágyúk,Brighton,0,1,False
Newcastle,Manchester Kék,0,0,False
Vörös Ördögök,Fulham,1,1,True
Crystal Palace,Aston Oroszlán,0,0,False
Chelsea,Nottingham,1,0,False
Liverpool,Everton,0,2,False
Wolverhampton,Brentford,0,0,False
Nottingham,Liverpool,1,1,True
Everton,Newcastle,0,1,False
Fulham,Crystal Palace,0,0,False
Manchester Kék,West Ham,1,0,False
Brentford,London Ágyúk,1,0,False
Brighton,Chelsea,1,1,True
Tottenham,Vörös Ördögök,0,0,False
Aston Oroszlán,Wolverhampton,0,0,False
Vörös Ördögök,Manchester Kék,0,1,False
Newcastle,Nottingham,0,0,False
Aston Oroszlán,Fulham,0,0,False
West Ham,Everton,0,0,False
Liverpool,Brighton,0,0,False
Wolverhampton,London Ágyúk,2,2,True
Crystal Palace,Tottenham,1,0,False
Chelsea,Brentford,1,0,False
Brighton,Newcastle,0,0,False
London Ágyúk,Chelsea,0,0,False
Nottingham,West Ham,1,1,True
Brentford,Liverpool,2,1,True
Everton,Vörös Ördögök,2,0,False
Fulham,Wolverhampton,0,0,False
Manchester Kék,Crystal Palace,1,0,False
Tottenham,Aston Oroszlán,3,0,False
Crystal Palace,Everton,0,2,False
Aston Oroszlán,Manchester Kék,0,0,False
Wolverhampton,Chelsea,0,3,False
Vörös Ördögök,Nottingham,3,0,False
Fulham,Tottenham,1,0,False
Newcastle,Brentford,0,1,False
Liverpool,London Ágyúk,1,0,False
West Ham,Brighton,0,1,False
Brentford,West Ham,1,1,True
Nottingham,Crystal Palace,1,0,False
London Ágyúk,Newcastle,0,1,False
Everton,Aston Oroszlán,0,0,False
Chelsea,Liverpool,0,1,False
Manchester Kék,Fulham,1,0,False
Tottenham,Wolverhampton,2,0,False
Brighton,Vörös Ördögök,1,0,False
Aston Oroszlán,Nottingham,0,1,False
Vörös Ördögök,Brentford,2,0,False
Newcastle,Chelsea,1,1,True
Tottenham,Manchester Kék,0,2,False
West Ham,London Ágyúk,1,0,False
Crystal Palace,Brighton,1,0,False
Wolverhampton,Liverpool,1,3,True
Fulham,Everton,0,0,False
London Ágyúk,Vörös Ördögök,0,2,False
Everton,Tottenham,0,2,False
Manchester Kék,Wolverhampton,3,0,False
Liverpool,Newcastle,1,1,True
Nottingham,Fulham,1,1,True
Brentford,Crystal Palace,0,0,False
Brighton,Aston Oroszlán,2,0,False
Chelsea,West Ham,0,0,False
West Ham,Everton,2,0,False
Brentford,Manchester Kék,0,0,False
Liverpool,London Ágyúk,0,0,False
Vörös Ördögök,Wolverhampton,0,0,False
Aston Oroszlán,Tottenham,0,0,False
Fulham,Crystal Palace,0,0,False
Nottingham,Chelsea,1,0,False
Newcastle,Brighton,1,0,False
Tottenham,Vörös Ördögök,2,0,False
Chelsea,Liverpool,1,0,False
Crystal Palace,West Ham,0,0,False
Brentford,Newcastle,0,0,False
Manchester Kék,London Ágyúk,1,0,False
Wolverhampton,Nottingham,2,0,False
Brighton,Fulham,0,0,False
Everton,Aston Oroszlán,0,0,False
Nottingham,Tottenham,0,0,False
Fulham,Brentford,0,0,False
Aston Oroszlán,Crystal Palace,0,0,False
London Ágyúk,Chelsea,1,0,False
Newcastle,Manchester Kék,2,0,False
Vörös Ördögök,Everton,0,0,False
West Ham,Brighton,0,0,False
Liverpool,Wolverhampton,1,0,False
Brighton,Aston Oroszlán,1,0,False
Manchester Kék,Chelsea,0,0,False
Crystal Palace,Vörös Ördögök,0,0,False
Tottenham,Liverpool,1,0,False
Everton,Nottingham,2,0,False
Brentford,West Ham,0,0,False
Newcastle,Fulham,0,0,False
Wolverhampton,London Ágyúk,0,0,False
Vörös Ördögök,Brighton,1,0,False
Chelsea,Wolverhampton,1,0,False
West Ham,Newcastle,0,0,False
Aston Oroszlán,Brentford,0,0,False
Fulham,Manchester Kék,0,0,False
London Ágyúk,Tottenham,0,0,False
Nottingham,Crystal Palace,0,0,False
Liverpool,Everton,2,0,False
Crystal Palace,Liverpool,0,0,False
Newcastle,Aston Oroszlán,1,0,False
Manchester Kék,Wolverhampton,2,0,False
Brighton,Nottingham,0,0,False
Brentford,Vörös Ördögök,0,0,False
Fulham,West Ham,0,0,False
Everton,London Ágyúk,0,0,False
Tottenham,Chelsea,0,0,False
London Ágyúk,Crystal Palace,1,0,False
Chelsea,Everton,0,0,False
Nottingham,Brentford,0,0,False
Wolverhampton,Tottenham,2,0,False
West Ham,Manchester Kék,2,0,False
Aston Oroszlán,Fulham,1,0,False
Liverpool,Brighton,1,0,False
Vörös Ördögök,Newcastle,1,0,False
Newcastle,Nottingham,0,0,False
Everton,Wolverhampton,0,0,False
Brentford,Liverpool,0,0,False
Fulham,Vörös Ördögök,2,0,False
West Ham,Aston Oroszlán,1,0,False
Crystal Palace,Chelsea,0,0,False
Brighton,London Ágyúk,0,0,False
Manchester Kék,Tottenham,0,0,False
Chelsea,Brighton,1,0,False
London Ágyúk,Brentford,0,0,False
Vörös Ördögök,West Ham,0,0,False
Liverpool,Newcastle,1,0,False
Tottenham,Everton,1,0,False
Wolverhampton,Crystal Palace,1,0,False
Nottingham,Fulham,0,0,False
Aston Oroszlán,Manchester Kék,0,0,False
Fulham,Liverpool,2,0,False
Brentford,Chelsea,1,0,False
Aston Oroszlán,Vörös Ördögök,0,0,False
Newcastle,London Ágyúk,0,0,False
Brighton,Wolverhampton,0,0,False
Manchester Kék,Everton,1,0,False
West Ham,Nottingham,0,0,False
Crystal Palace,Tottenham,1,0,False
Wolverhampton,Brentford,0,0,False
Everton,Crystal Palace,0,0,False
Chelsea,Newcastle,3,0,False
Tottenham,Brighton,1,0,False
London Ágyúk,Fulham,1,0,False
Vörös Ördögök,Manchester Kék,0,0,False
Liverpool,West Ham,1,0,False
Nottingham,Aston Oroszlán,0,0,False
West Ham,London Ágyúk,0,0,False
Aston Oroszlán,Liverpool,0,0,False
Manchester Kék,Crystal Palace,0,0,False
Fulham,Chelsea,0,0,False
Vörös Ördögök,Nottingham,0,0,False
Brentford,Tottenham,0,0,False
Brighton,Everton,0,0,False
Newcastle,Wolverhampton,2,0,False
Tottenham,Newcastle,2,0,False
Chelsea,West Ham,2,0,False
Everton,Brentford,1,0,False
London Ágyúk,Aston Oroszlán,0,0,False
Crystal Palace,Brighton,0,0,False
Liverpool,Vörös Ördögök,0,0,False
Nottingham,Manchester Kék,1,0,False
Wolverhampton,Fulham,1,0,False
Aston Oroszlán,Chelsea,1,0,False
Fulham,Tottenham,0,0,False
Brentford,Crystal Palace,0,0,False
Nottingham,Liverpool,0,0,False
Newcastle,Everton,0,0,False
West Ham,Wolverhampton,0,0,False
Manchester Kék,Brighton,0,0,False
Vörös Ördögök,London Ágyúk,1,0,False
Everton,Fulham,0,0,False
London Ágyúk,Nottingham,1,0,False
Liverpool,Manchester Kék,1,0,False
Brighton,Brentford,0,0,False
Chelsea,Vörös Ördögök,1,0,False
Tottenham,West Ham,2,0,False
Wolverhampton,Aston Oroszlán,2,0,False
Crystal Palace,Newcastle,2,0,False
Newcastle,Chelsea,0,1,False
Wolverhampton,Fulham,1,0,False
Crystal Palace,Tottenham,0,0,False
London Ágyúk,Vörös Ördögök,1,0,False
Brighton,West Ham,0,0,False
Everton,Liverpool,0,0,False
Manchester Kék,Nottingham,2,0,False
Brentford,Aston Oroszlán,0,0,False
Vörös Ördögök,Brighton,3,0,False
Tottenham,Manchester Kék,1,0,False
Chelsea,Everton,2,0,False
Aston Oroszlán,Fulham,0,1,False
Crystal Palace,Wolverhampton,0,0,False
Nottingham,London Ágyúk,0,3,False
Liverpool,Brentford,0,0,False
West Ham,Newcastle,1,0,False
Brighton,Nottingham,0,0,False
Fulham,Liverpool,0,0,False
Everton,West Ham,1,2,True
Manchester Kék,Crystal Palace,1,0,False
Wolverhampton,Aston Oroszlán,0,1,False
Newcastle,Vörös Ördögök,1,0,False
Brentford,Chelsea,0,0,False
London Ágyúk,Tottenham,0,0,False
West Ham,Brentford,1,0,False
Manchester Kék,Wolverhampton,3,1,True
Vörös Ördögök,Everton,1,0,False
Tottenham,Brighton,2,0,False
Nottingham,Newcastle,0,0,False
Chelsea,Fulham,3,0,False
Liverpool,Aston Oroszlán,1,1,True
Crystal Palace,London Ágyúk,0,0,False
Brentford,Vörös Ördögök,0,0,False
London Ágyúk,Manchester Kék,3,0,False
Aston Oroszlán,Chelsea,0,2,False
Fulham,West Ham,1,0,False
Wolverhampton,Liverpool,1,0,False
Brighton,Crystal Palace,0,0,False
Everton,Nottingham,0,0,False
Newcastle,Tottenham,0,0,False
Tottenham,Everton,0,0,False
West Ham,Aston Oroszlán,2,0,False
London Ágyúk,Wolverhampton,1,0,False
Nottingham,Brentford,0,0,False
Vörös Ördögök,Fulham,0,2,False
Chelsea,Liverpool,0,2,False
Crystal Palace,Newcastle,0,2,False
Manchester Kék,Brighton,2,0,False
Everton,Crystal Palace,1,0,False
Newcastle,Manchester Kék,0,0,False
Fulham,Nottingham,1,1,True
Brighton,London Ágyúk,1,2,True
Wolverhampton,Chelsea,0,1,False
Liverpool,West Ham,0,0,False
Brentford,Tottenham,0,1,False
Aston Oroszlán,Vörös Ördögök,0,1,False
Nottingham,Aston Oroszlán,1,0,False
London Ágyúk,Newcastle,0,0,False
Tottenham,Fulham,2,0,False
Vörös Ördögök,Liverpool,2,0,False
West Ham,Chelsea,1,0,False
Manchester Kék,Everton,1,0,False
Crystal Palace,Brentford,0,0,False
Brighton,Wolverhampton,0,0,False
Brentford,Manchester Kék,0,2,False
Fulham,Crystal Palace,1,0,False
Chelsea,Vörös Ördögök,2,1,True
Aston Oroszlán,Tottenham,0,0,False
Newcastle,Brighton,1,0,False
Everton,London Ágyúk,1,0,False
Liverpool,Nottingham,1,1,True
Wolverhampton,West Ham,3,1,True
Tottenham,Liverpool,1,2,True
Manchester Kék,Fulham,2,0,False
Vörös Ördögök,West Ham,1,0,False
Crystal Palace,Aston Oroszlán,0,1,False
London Ágyúk,Brentford,0,0,False
Newcastle,Wolverhampton,3,1,True
Nottingham,Chelsea,0,2,False
Brighton,Everton,0,0,False
Fulham,London Ágyúk,0,1,False
Everton,Newcastle,2,0,False
Aston Oroszlán,Manchester Kék,0,0,False
Brentford,Brighton,2,1,True
Liverpool,Crystal Palace,0,0,False
Wolverhampton,Vörös Ördögök,1,0,False
Chelsea,Tottenham,2,0,False
West Ham,Nottingham,2,0,False
Crystal Palace,Chelsea,0,1,False
Tottenham,West Ham,1,1,True
Everton,Wolverhampton,0,0,False
Manchester Kék,Liverpool,0,0,False
Nottingham,Vörös Ördögök,1,1,True
Brighton,Fulham,0,0,False
Newcastle,Brentford,1,1,True
London Ágyúk,Aston Oroszlán,1,0,False
Aston Oroszlán,Brighton,1,0,False
Chelsea,Manchester Kék,3,0,False
Fulham,Newcastle,0,0,False
West Ham,Crystal Palace,0,0,False
Brentford,Everton,0,2,False
Vörös Ördögök,Tottenham,3,1,True
Wolverhampton,Nottingham,2,0,False
Liverpool,London Ágyúk,1,0,False
Manchester Kék,West Ham,0,0,False
Brighton,Liverpool,0,0,False
Everton,Fulham,0,0,False
Tottenham,Nottingham,0,0,False
Newcastle,Aston Oroszlán,0,0,False
London Ágyúk,Chelsea,1,1,True
Brentford,Wolverhampton,0,0,False
Crystal Palace,Vörös Ördögök,0,1,False
Liverpool,Newcastle,1,0,False
Nottingham,Crystal Palace,1,1,True
Wolverhampton,Tottenham,0,1,False
Fulham,Brentford,0,0,False
Vörös Ördögök,Manchester Kék,0,0,False
Chelsea,Brighton,0,0,False
West Ham,London Ágyúk,0,1,False
Aston Oroszlán,Everton,0,1,False
Chelsea,Newcastle,1,0,False
Fulham,Wolverhampton,1,2,True
Tottenham,Crystal Palace,0,0,False
Vörös Ördögök,London Ágyúk,0,1,False
West Ham,Brighton,0,0,False
Liverpool,Everton,0,1,False
Nottingham,Manchester Kék,2,0,False
Aston Oroszlán,Brentford,0,0,False
Brighton,Vörös Ördögök,0,1,False
Manchester Kék,Tottenham,1,0,False
Everton,Chelsea,0,1,False
Fulham,Aston Oroszlán,0,2,False
Wolverhampton,Crystal Palace,0,1,False
London Ágyúk,Nottingham,1,0,False
Brentford,Liverpool,1,0,False
Newcastle,West Ham,3,1,True
Nottingham,Brighton,0,0,False
Liverpool,Fulham,0,0,False
West Ham,Everton,1,1,True
Crystal Palace,Manchester Kék,0,0,False
Aston Oroszlán,Wolverhampton,0,0,False
Vörös Ördögök,Newcastle,1,0,False
Chelsea,Brentford,1,0,False
Tottenham,London Ágyúk,2,0,False
Brentford,West Ham,0,0,False
Wolverhampton,Manchester Kék,1,0,False
Everton,Vörös Ördögök,1,0,False
Brighton,Tottenham,0,0,False
Newcastle,Nottingham,0,0,False
Fulham,Chelsea,0,2,False
Aston Oroszlán,Liverpool,1,1,True
London Ágyúk,Crystal Palace,0,0,False
Vörös Ördögök,Brentford,0,1,False
Manchester Kék,London Ágyúk,3,1,True
Chelsea,Aston Oroszlán,1,0,False
West Ham,Fulham,0,1,False
Liverpool,Wolverhampton,2,0,False
Crystal Palace,Brighton,0,0,False
Nottingham,Everton,0,1,False
Tottenham,Newcastle,1,0,False
Everton,Tottenham,1,1,True
Aston Oroszlán,West Ham,1,0,False
Wolverhampton,London Ágyúk,0,1,False
Brentford,Nottingham,1,0,False
Fulham,Vörös Ördögök,0,0,False
Liverpool,Chelsea,2,0,False
Newcastle,Crystal Palace,0,0,False
Brighton,Manchester Kék,0,0,False
Crystal Palace,Everton,0,0,False
Manchester Kék,Newcastle,2,0,False
Nottingham,Fulham,0,0,False
London Ágyúk,Brighton,0,0,False
Chelsea,Wolverhampton,1,1,True
West Ham,Liverpool,2,0,False
Tottenham,Brentford,0,0,False
Vörös Ördögök,Aston Oroszlán,1,1,True
Aston Oroszlán,Nottingham,1,1,True
Newcastle,London Ágyúk,0,2,False
Fulham,Tottenham,1,1,True
Liverpool,Vörös Ördögök,0,0,False
Chelsea,West Ham,0,0,False
Everton,Manchester Kék,1,0,False
Brentford,Crystal Palace,1,0,False
Wolverhampton,Brighton,0,0,False
Manchester Kék,Brentford,0,0,False
Crystal Palace,Fulham,1,1,True
Vörös Ördögök,Chelsea,0,3,False
Tottenham,Aston Oroszlán,1,0,False
Brighton,Newcastle,0,2,False
London Ágyúk,Everton,0,1,False
Nottingham,Liverpool,0,0,False
West Ham,Wolverhampton,0,1,False
Liverpool,Tottenham,0,0,False
Fulham,Manchester Kék,0,2,False
West Ham,Vörös Ördögök,0,0,False
Aston Oroszlán,Crystal Palace,0,1,False
Brentford,London Ágyúk,0,3,False
Wolverhampton,Newcastle,1,2,True
Chelsea,Nottingham,0,1,False
Everton,Brighton,0,0,False
London Ágyúk,Fulham,2,1,True
Newcastle,Everton,1,0,False
Manchester Kék,Aston Oroszlán,2,0,False
Brighton,Brentford,0,0,False
Crystal Palace,Liverpool,0,1,False
Vörös Ördögök,Wolverhampton,1,0,False
Tottenham,Chelsea,0,1,False
Nottingham,West Ham,0,0,False
Chelsea,Crystal Palace,3,0,False
West Ham,Tottenham,0,0,False
Wolverhampton,Everton,0,1,False
Liverpool,Manchester Kék,0,0,False
Vörös Ördögök,Nottingham,0,0,False
Fulham,Brighton,0,0,False
Brentford,Newcastle,0,0,False
Aston Oroszlán,London Ágyúk,0,1,False
Brighton,Aston Oroszlán,1,0,False
Manchester Kék,Chelsea,3,0,False
Newcastle,Fulham,0,0,False
Crystal Palace,West Ham,1,0,False
Everton,Brentford,0,0,False
Tottenham,Vörös Ördögök,1,1,True
Nottingham,Wolverhampton,0,2,False
London Ágyúk,Liverpool,0,1,False
West Ham,Manchester Kék,1,1,True
Liverpool,Brighton,3,1,True
Fulham,Everton,0,1,False
Nottingham,Tottenham,0,0,False
Aston Oroszlán,Newcastle,1,2,True
Vörös Ördögök,Tottenham,1,0,False
Liverpool,London Ágyúk,1,0,False
Brighton,Brentford,0,1,False
Wolverhampton,Manchester Kék,1,3,True
Everton,West Ham,0,0,False
Aston Oroszlán,Chelsea,0,3,False
Newcastle,Fulham,0,4,False
Crystal Palace,Nottingham,2,2,True
Manchester Kék,Crystal Palace,4,2,True
Brentford,Vörös Ördögök,1,1,True
London Ágyúk,Everton,1,3,True
Aston Oroszlán,Newcastle,2,0,False
Tottenham,Fulham,2,0,False
Nottingham,Brighton,1,1,True
Chelsea,Liverpool,2,0,False
West Ham,Wolverhampton,1,2,True
Everton,Chelsea,0,0,False
Vörös Ördögök,Nottingham,2,0,False
Crystal Palace,West Ham,2,2,True
Newcastle,Tottenham,1,3,True
Liverpool,Aston Oroszlán,3,1,True
Brighton,Manchester Kék,0,2,False
Fulham,Brentford,0,0,False
Wolverhampton,London Ágyúk,3,2,True
Aston Oroszlán,Everton,1,3,True
Brentford,Tottenham,1,0,False
Nottingham,Fulham,1,3,True
London Ágyúk,Crystal Palace,1,0,False
Chelsea,Wolverhampton,1,0,False
West Ham,Brighton,1,1,True
Liverpool,Newcastle,3,0,False
Manchester Kék,Vörös Ördögök,0,3,False
Crystal Palace,Chelsea,0,0,False
Brighton,London Ágyúk,2,1,True
Wolverhampton,Aston Oroszlán,1,2,True
Newcastle,Brentford,0,0,False
Fulham,Manchester Kék,1,3,True
Tottenham,Nottingham,2,0,False
Everton,Liverpool,1,4,True
Vörös Ördögök,West Ham,2,2,True
Liverpool,Wolverhampton,0,2,False
Aston Oroszlán,Crystal Palace,3,1,True
Nottingham,Brentford,0,1,False
West Ham,Fulham,2,1,True
London Ágyúk,Vörös Ördögök,0,2,False
Everton,Newcastle,1,3,True
